,method,parameter,total_features,noise_level,noisy_score,score,features_names,feature_weights,feature_complexities
215,omp,3,11,0.25,0.9942804794763136,0.9999999571005603,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.999375034979259, 0.0009045391573031485, 1.9999960485361548]","[1, 3, 4]"
216,omp,4,11,0.25,0.9942804907905501,0.9999999457208516,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9995668394497719, 0.0008007411996639411, 0.0016618822468632837, 1.9999583735116622]","[1, 3, 4, 4]"
217,omp,5,11,0.25,0.9942805008163053,0.9999999356370803,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9998774514956664, -0.00040909662461065586, 0.0010790039905082486, 0.0017296431087466637, 1.9998459246700482]","[1, 2, 3, 4, 4]"
218,omp,6,11,0.25,0.9942805141928778,0.9999999221831016,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0001406464252756, -0.000575014235063989, 0.0010197763784413074, 0.0006857015831612092, 0.0016607366323801434, 1.99990669949776]","[1, 2, 3, 3, 4, 4]"
219,omp,7,11,0.25,0.9942805230974177,0.9999999132270337,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0001043062605042, -0.000572800887913104, 0.001078003172582958, 0.0005767986187119682, 0.0009497679998622891, 0.0022777126926150386, 1.9997030001584941]","[1, 2, 3, 3, 4, 4, 4]"
220,omp,8,11,0.25,0.9942805230974177,0.9999999132270337,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0001043062605042, -0.000572800887913104, 0.001078003172582958, 0.0005767986187119682, 0.0009497679998622891, 0.0022777126926150386, 1.9997030001584941]","[1, 2, 3, 3, 4, 4, 4]"
221,omp,9,11,0.25,0.9942805230974177,0.9999999132270337,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0001043062605042, -0.000572800887913104, 0.001078003172582958, 0.0005767986187119682, 0.0009497679998622891, 0.0022777126926150386, 1.9997030001584941]","[1, 2, 3, 3, 4, 4, 4]"
222,omp,1,11,0.5,0.9555235995418426,0.977644046555712,"['Num[Exists(Star(on),Nominal(a))]']",[1.9679663450136904],[4]
223,omp,2,11,0.5,0.9774638500503562,0.9999998465922969,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0022564613188314, 2.0004565025018937]","[1, 4]"
224,omp,3,11,0.5,0.9774638788114024,0.9999998171539611,"['Bool[holding]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0023920969835607, -0.0015594666281710276, 2.0007359519616665]","[1, 4, 4]"
225,omp,4,11,0.5,0.9774638905247697,0.9999998051647575,"['Bool[holding]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.002216317742189, -0.0019670993811497254, -0.001826592977245699, 2.000856224976579]","[1, 4, 4, 4]"
226,omp,5,11,0.5,0.9774638967835851,0.999999798758554,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0022340667956617, -0.0005794995721339691, -0.002003560693890193, -0.001682131327491542, 2.0008885763064934]","[1, 3, 4, 4, 4]"
227,omp,6,11,0.5,0.9774639073050195,0.999999787989352,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0023551219089883, -0.0007348829672300705, 0.0005908060929294124, -0.0022121266821975957, -0.0018973850633246083, 2.001021390008895]","[1, 3, 3, 4, 4, 4]"
228,omp,7,11,0.5,0.9774639100388298,0.9999997851911636,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0025493772553256, -0.00022840413672729296, -0.0006057047057936701, 0.0006947334581611786, -0.002215002243815139, -0.0018759849639754893, 2.0009752991788203]","[1, 2, 3, 3, 4, 4, 4]"
229,omp,8,11,0.5,0.9774639100388298,0.9999997851911636,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0025493772553256, -0.00022840413672729296, -0.0006057047057936701, 0.0006947334581611786, -0.002215002243815139, -0.0018759849639754893, 2.0009752991788203]","[1, 2, 3, 3, 4, 4, 4]"
230,omp,9,11,0.5,0.9774639100388298,0.9999997851911636,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0025493772553256, -0.00022840413672729296, -0.0006057047057936701, 0.0006947334581611786, -0.002215002243815139, -0.0018759849639754893, 2.0009752991788203]","[1, 2, 3, 3, 4, 4, 4]"
231,omp,1,11,1.0,0.8953142539531567,0.9776437661849902,"['Num[Exists(Star(on),Nominal(a))]']",[1.968702136119592],[4]
232,omp,2,11,1.0,0.9156200864903052,0.9999994013117323,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9964689686663886, 2.0010046804019974]","[1, 4]"
233,omp,3,11,1.0,0.9156201632262989,0.9999993174240286,"['Bool[holding]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9969860254687732, 0.004471132086282216, 2.0008890780985396]","[1, 4, 4]"
234,omp,4,11,1.0,0.9156201863313097,0.9999992921656563,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9969517260484363, 0.001149446666291651, 0.00413803222782342, 2.0008390721917495]","[1, 3, 4, 4]"
235,omp,5,11,1.0,0.915620190601606,0.9999992874973731,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9970279910407802, 0.0010538052266680236, 0.0003811041377338529, 0.004084460849356422, 2.0008981972663453]","[1, 3, 3, 4, 4]"
236,omp,6,11,1.0,0.9156201937432338,0.999999284062949,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.996812900267029, 0.0002530381923569634, 0.0009104952029223549, 0.00026632981502562174, 0.004058682477236694, 2.0009499438914076]","[1, 2, 3, 3, 4, 4]"
237,omp,7,11,1.0,0.9156201941936716,0.9999992835705309,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.996804379176115, 0.0002535571809861042, 0.000924148300249974, 0.00024079410084437098, 0.00022270288330200378, 0.004203351857087925, 2.0009021801952334]","[1, 2, 3, 3, 4, 4, 4]"
238,omp,8,11,1.0,0.9156201941936716,0.9999992835705309,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.996804379176115, 0.0002535571809861042, 0.000924148300249974, 0.00024079410084437098, 0.00022270288330200378, 0.004203351857087925, 2.0009021801952334]","[1, 2, 3, 3, 4, 4, 4]"
239,omp,9,11,1.0,0.9156201941936716,0.9999992835705309,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.996804379176115, 0.0002535571809861042, 0.000924148300249974, 0.00024079410084437098, 0.00022270288330200378, 0.004203351857087925, 2.0009021801952334]","[1, 2, 3, 3, 4, 4, 4]"
240,omp,1,12,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
241,omp,2,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
242,omp,3,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
243,omp,4,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
244,omp,5,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
245,omp,6,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
246,omp,7,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
247,omp,8,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
248,omp,9,12,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
249,omp,1,12,0.25,0.9720081589026451,0.9776440655278092,"['Num[Exists(Star(on),Nominal(a))]']",[1.967568561683428],[4]
250,omp,2,12,0.25,0.9942688219605825,0.9999999668567768,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007488116639278, 2.000009845678054]","[1, 4]"
251,omp,3,12,0.25,0.9942688304151616,0.9999999583533009,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006571289753878, -0.00034941466169808786, 1.9999274184049436]","[1, 1, 4]"
252,omp,4,12,0.25,0.9942688319862166,0.9999999567731598,"['Bool[holding]', 'Num[ontable]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006121137250235, -0.0003985305825537775, 0.0002869296386017479, 1.9999086180103098]","[1, 1, 4, 4]"
253,omp,5,12,0.25,0.9942688344151102,0.9999999543302187,"['Bool[holding]', 'Num[ontable]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006469033103245, -0.0004028502879793319, -0.0004507537752223926, 0.000316237127491989, 1.9999876352120842]","[1, 1, 4, 4, 4]"
254,omp,6,12,0.25,0.9942688349592591,0.9999999537829227,"['Bool[holding]', 'Num[ontable]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006185719479093, -0.00038235385585679054, -0.0005378911362226183, 0.00025094237616625183, -0.0004202518991562746, 2.0000205923125756]","[1, 1, 4, 4, 4, 4]"
255,omp,7,12,0.25,0.9942688350539309,0.9999999536877034,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006098666929517, -0.00036860920845409117, -5.876898886481085e-05, -0.0005191792947239872, 0.00025698039145698713, -0.000396368422177814, 2.00001156050688]","[1, 1, 3, 4, 4, 4, 4]"
256,omp,8,12,0.25,0.9942688350539309,0.9999999536877034,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006098666929517, -0.00036860920845409117, -5.876898886481085e-05, -0.0005191792947239872, 0.00025698039145698713, -0.000396368422177814, 2.00001156050688]","[1, 1, 3, 4, 4, 4, 4]"
257,omp,9,12,0.25,0.9942688350539309,0.9999999536877034,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006098666929517, -0.00036860920845409117, -5.876898886481085e-05, -0.0005191792947239872, 0.00025698039145698713, -0.000396368422177814, 2.00001156050688]","[1, 1, 3, 4, 4, 4, 4]"
258,omp,1,12,0.5,0.955588720655288,0.9776440625250031,"['Num[Exists(Star(on),Nominal(a))]']",[1.9678881897196572],[4]
259,omp,2,12,0.5,0.9774779641692583,0.9999999532720447,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.001016886380648, 2.0003381638949915]","[1, 4]"
260,omp,3,12,0.5,0.9774780025790707,0.9999999139635268,"['Bool[holding]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0011692330946378, 0.0013605926392631187, 2.000372371507852]","[1, 4, 4]"
261,omp,4,12,0.5,0.9774780134938164,0.9999999027934,"['Bool[holding]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0010918560730546, 0.0009636238484709854, 0.0014180612964885234, 2.000201139274696]","[1, 4, 4, 4]"
262,omp,5,12,0.5,0.9774780206687982,0.9999998954505395,"['Bool[holding]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000968989293133, -0.0004780452932135899, 0.001069467085455061, 0.0013306733119731948, 2.000113666402739]","[1, 3, 4, 4, 4]"
263,omp,6,12,0.5,0.9774780275054679,0.9999998884539065,"['Bool[holding]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.001069004722702, -0.0005730363132336874, 0.001404698068165887, 0.001497672653939011, 0.0011218455037932484, 1.9999964453944306]","[1, 3, 4, 4, 4, 4]"
264,omp,7,12,0.5,0.9774780318290797,0.9999998840291318,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0011119467395204, 0.0002872176193861861, -0.0007037247099442368, 0.0014083140795657849, 0.001308320749303719, 0.0012842868380783137, 2.0000544044956947]","[1, 1, 3, 4, 4, 4, 4]"
265,omp,8,12,0.5,0.9774780318290797,0.9999998840291318,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0011119467395204, 0.0002872176193861861, -0.0007037247099442368, 0.0014083140795657849, 0.001308320749303719, 0.0012842868380783137, 2.0000544044956947]","[1, 1, 3, 4, 4, 4, 4]"
266,omp,9,12,0.5,0.9774780318290797,0.9999998840291318,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Bool[Exists(Inverse(on),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0011119467395204, 0.0002872176193861861, -0.0007037247099442368, 0.0014083140795657849, 0.001308320749303719, 0.0012842868380783137, 2.0000544044956947]","[1, 1, 3, 4, 4, 4, 4]"
267,omp,1,12,1.0,0.8953889612248249,0.9776439400078152,"['Num[Exists(Star(on),Nominal(a))]']",[1.9681091212160102],[4]
268,omp,2,12,1.0,0.9159032614322375,0.9999998201865626,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0012275125873227, 2.000565923263142]","[1, 4]"
269,omp,3,12,1.0,0.9159034905851168,0.9999995698486716,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0008430509146122, 0.0034335871662020956, 2.000479597042409]","[1, 4, 4]"
270,omp,4,12,1.0,0.9159036567283186,0.9999993883456552,"['Bool[holding]', 'Num[Exists(on,ontable)]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0014065118934496, 0.0023552075387696, 0.0029719497751121145, 2.0008178917220123]","[1, 3, 4, 4]"
271,omp,5,12,1.0,0.9159036949768401,0.9999993465610866,"['Bool[holding]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0012188645897615, 0.002202117404594388, 0.0018807695943848712, 0.0028897910772332095, 2.000461696844536]","[1, 3, 4, 4, 4]"
272,omp,6,12,1.0,0.9159037072614872,0.9999993331407331,"['Bool[holding]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013573820243251, 0.0020705585795563817, 0.0023450513148300404, 0.003179009374642831, 0.002074217695547241, 2.00029935036042]","[1, 3, 4, 4, 4, 4]"
273,omp,7,12,1.0,0.9159037091329671,0.9999993310962363,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013865717538988, 0.00019523546539937112, 0.0019817234655804005, 0.0023475092896230116, 0.003068590279996004, 0.0019455062073567412, 2.0003387479159516]","[1, 1, 3, 4, 4, 4, 4]"
274,omp,8,12,1.0,0.9159037091329671,0.9999993310962363,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013865717538988, 0.00019523546539937112, 0.0019817234655804005, 0.0023475092896230116, 0.003068590279996004, 0.0019455062073567412, 2.0003387479159516]","[1, 1, 3, 4, 4, 4, 4]"
275,omp,9,12,1.0,0.9159037091329671,0.9999993310962363,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013865717538988, 0.00019523546539937112, 0.0019817234655804005, 0.0023475092896230116, 0.003068590279996004, 0.0019455062073567412, 2.0003387479159516]","[1, 1, 3, 4, 4, 4, 4]"
276,omp,1,13,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
277,omp,2,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
278,omp,3,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
279,omp,4,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
280,omp,5,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
281,omp,6,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
282,omp,7,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
283,omp,8,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
284,omp,9,13,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
285,omp,1,13,0.25,0.9720095318893893,0.977644082589245,"['Num[Exists(Star(on),Nominal(a))]']",[1.9674663009045854],[4]
286,omp,2,13,0.25,0.9942769409587382,0.9999999803883645,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0008477099542978, 1.9999107908860558]","[1, 4]"
287,omp,3,13,0.25,0.9942769530442547,0.9999999682342324,"['Bool[holding]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000650898178965, -0.0017018854400342345, 1.999954793584543]","[1, 4, 4]"
288,omp,4,13,0.25,0.9942769538186359,0.9999999674554545,"['Bool[holding]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006803358938985, 0.0001528221408989805, -0.0017344815769842448, 1.9999768341627708]","[1, 3, 4, 4]"
289,omp,5,13,0.25,0.994276955234159,0.9999999660318948,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006621887764602, -0.00015461358050130174, 0.00023555128188564918, -0.001696041463199736, 1.9999508420540661]","[1, 1, 3, 4, 4]"
290,omp,6,13,0.25,0.9942769554795925,0.9999999657850679,"['Bool[holding]', 'Num[ontable]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006717156894618, -0.00013324213261787824, -0.00012194593930119834, 0.00024166117841290424, -0.0016697582295509541, 1.9999622704104185]","[1, 1, 3, 3, 4, 4]"
291,omp,7,13,0.25,0.9942769554908557,0.9999999657737407,"['Bool[holding]', 'Num[ontable]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006729293506396, -0.00013332084647686433, -0.00012401667441450472, 0.0002455341237768479, -3.377685438125134e-05, -0.0016916999148323007, 1.9999695146247118]","[1, 1, 3, 3, 4, 4, 4]"
292,omp,8,13,0.25,0.9942769554908557,0.9999999657737407,"['Bool[holding]', 'Num[ontable]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006729293506396, -0.00013332084647686433, -0.00012401667441450472, 0.0002455341237768479, -3.377685438125134e-05, -0.0016916999148323007, 1.9999695146247118]","[1, 1, 3, 3, 4, 4, 4]"
293,omp,9,13,0.25,0.9942769554908557,0.9999999657737407,"['Bool[holding]', 'Num[ontable]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Bool[And(Not(clear),Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006729293506396, -0.00013332084647686433, -0.00012401667441450472, 0.0002455341237768479, -3.377685438125134e-05, -0.0016916999148323007, 1.9999695146247118]","[1, 1, 3, 3, 4, 4, 4]"
294,omp,1,13,0.5,0.955714720059902,0.9776440415259904,"['Num[Exists(Star(on),Nominal(a))]']",[1.9679820898230997],[4]
295,omp,2,13,0.5,0.9775074786636747,0.9999999226638099,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9987900880182516, 2.0003598778541876]","[1, 4]"
296,omp,3,13,0.5,0.9775074916392884,0.9999999093850789,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9989046570872252, 0.0004366376369844747, 2.0004628811156397]","[1, 1, 4]"
297,omp,4,13,0.5,0.9775075187325466,0.9999998816589075,"['Bool[holding]', 'Num[ontable]', 'Num[Exists(on,ontable)]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9987586010751299, 0.0006925744288720032, -0.0009812129816925723, 2.0003871538562907]","[1, 1, 3, 4]"
298,omp,5,13,0.5,0.9775075296164906,0.9999998705207087,"['Bool[holding]', 'Num[ontable]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9988033880933245, 0.000838355580473356, -0.0008144572869523754, -0.0009373703699286193, 2.0004691599898536]","[1, 1, 3, 3, 4]"
299,omp,6,13,0.5,0.9775075358609322,0.9999998641303937,"['Bool[holding]', 'Num[ontable]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(on,ontable)]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9986658370471956, 0.0008480851170563803, -0.0007479363918300525, -0.0009193796325800686, -0.0012474345517403762, 2.0005028110601377]","[1, 1, 3, 3, 4, 4]"
