,method,parameter,total_features,noise_level,noisy_score,score,features_names,feature_weights,feature_complexities
0,omp,1,3,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
1,omp,2,3,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999534, 1.9999999999999927]","[1, 4]"
2,omp,3,3,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999534, 1.9999999999999927]","[1, 4]"
3,omp,1,3,0.25,0.9720180571318128,0.9776440501956891,"['Num[Exists(Star(on),Nominal(a))]']",[1.9678511075108212],[4]
4,omp,2,3,0.25,0.9942786118909321,0.9999999465507299,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0008849898883732, 2.0002968059962782]","[1, 4]"
5,omp,3,3,0.25,0.9942786125951744,0.9999999458422184,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0009054431791358, -0.0001826662100648859, 2.000301398535453]","[1, 4, 4]"
6,omp,1,3,0.5,0.9556926468652909,0.9776440386560283,"['Num[Exists(Star(on),Nominal(a))]']",[1.9676993662948727],[4]
7,omp,2,3,0.5,0.9774899407253413,0.9999999182590441,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9987620419447487, 2.000076245156122]","[1, 4]"
8,omp,3,3,0.5,0.9774899553739765,0.9999999032721696,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9986679732124042, 0.0008401180534911236, 2.0000551231595]","[1, 4, 4]"
9,omp,1,3,1.0,0.8951775813845708,0.9776440364271528,"['Num[Exists(Star(on),Nominal(a))]']",[1.9671812429343858],[4]
10,omp,2,3,1.0,0.9157655931623333,0.9999997908978563,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0026701723290976, 1.9996848116964465]","[1, 4]"
11,omp,3,3,1.0,0.9157656987054947,0.9999996756788011,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.002930998947761, -0.002329415372235828, 1.9997433771604551]","[1, 4, 4]"
12,omp,1,4,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
13,omp,2,4,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
14,omp,3,4,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
15,omp,4,4,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
16,omp,1,4,0.25,0.9719986779478093,0.9776440791192418,"['Num[Exists(Star(on),Nominal(a))]']",[1.967428232430718],[4]
17,omp,2,4,0.25,0.9942788518930086,0.9999999649023986,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.001120757292927, 1.9998815737904294]","[1, 4]"
18,omp,3,4,0.25,0.9942788596015117,0.9999999571503437,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0011884120247303, -0.0006042173650625218, 1.9998967648425574]","[1, 4, 4]"
19,omp,4,4,0.25,0.9942788607398568,0.9999999560055672,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0012434189557216, 0.0005504654425944965, -0.0010774238570805958, 1.9998805899914394]","[1, 3, 4, 4]"
20,omp,1,4,0.5,0.9555950787373662,0.9776440555176544,"['Num[Exists(Star(on),Nominal(a))]']",[1.9673226240178672],[4]
21,omp,2,4,0.5,0.9774616619123201,0.9999999684171765,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0002077442399668, 1.9997463682245302]","[1, 4]"
22,omp,3,4,0.5,0.9774617476165621,0.9999998807586341,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0004352471094968, -0.0020318044386208657, 1.9997974512435317]","[1, 4, 4]"
23,omp,4,4,0.5,0.9774617669446007,0.9999998609898613,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000663831684129, 0.0022874918992506032, -0.003998242171863889, 1.9997302356873117]","[1, 3, 4, 4]"
24,omp,1,4,1.0,0.8952106113808351,0.9776434765520089,"['Num[Exists(Star(on),Nominal(a))]']",[1.967734778932242],[4]
25,omp,2,4,1.0,0.9156446671537499,0.9999993752677167,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9991768278714267, 2.0001251039129246]","[1, 4]"
26,omp,3,4,1.0,0.9156446853431269,0.9999993554003465,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9990685200178483, 0.0009672861625557377, 2.00010078469377]","[1, 4, 4]"
27,omp,4,4,1.0,0.9156448413147676,0.9999991850401229,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9983974912105112, -0.006715120490599067, 0.00673992575979908, 2.0002981014838355]","[1, 3, 4, 4]"
28,omp,1,5,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
29,omp,2,5,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
30,omp,3,5,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
31,omp,4,5,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
32,omp,5,5,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
33,omp,1,5,0.25,0.9719949410134284,0.9776440152128044,"['Num[Exists(Star(on),Nominal(a))]']",[1.9673031264951004],[4]
34,omp,2,5,0.25,0.9942670224779024,0.9999999118745055,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000877205740304, 1.9997485726417537]","[1, 4]"
35,omp,3,5,0.25,0.9942670312478791,0.9999999030560678,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000805047558287, 0.0006444372099896711, 1.999732370394324]","[1, 4, 4]"
36,omp,4,5,0.25,0.9942670313026741,0.99999990300097,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000817115251027, 0.00012076383294553005, 0.0005406228279615007, 1.9997288218754394]","[1, 3, 4, 4]"
37,omp,5,5,0.25,0.9942670313026741,0.99999990300097,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000817115251027, 0.00012076383294553005, 0.0005406228279615007, 1.9997288218754394]","[1, 3, 4, 4]"
38,omp,1,5,0.5,0.9555735916860477,0.9776440770758918,"['Num[Exists(Star(on),Nominal(a))]']",[1.967527525101716],[4]
39,omp,2,5,0.5,0.9774659644963661,0.9999999723097156,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0009128856081242, 1.9999741278829926]","[1, 4]"
40,omp,3,5,0.5,0.9774659758043389,0.9999999607412196,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000830238395926, 0.0007381136463515766, 1.9999555704506409]","[1, 4, 4]"
41,omp,4,5,0.5,0.9774659782083698,0.9999999582818024,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007496127588114, -0.0008068369970658524, 0.0014317094208881164, 1.9999792785116637]","[1, 3, 4, 4]"
42,omp,5,5,0.5,0.9774659782083698,0.9999999582818024,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007496127588114, -0.0008068369970658524, 0.0014317094208881164, 1.9999792785116637]","[1, 3, 4, 4]"
43,omp,1,5,1.0,0.8951679991728123,0.9776440224112629,"['Num[Exists(Star(on),Nominal(a))]']",[1.9672799146370108],[4]
44,omp,2,5,1.0,0.9155831941666499,0.9999998865431456,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.998508498158485, 1.9996485743668664]","[1, 4]"
45,omp,3,5,1.0,0.9155836980489286,0.9999993364053148,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9985280199784615, 0.005315640118812089, 1.9993774928520136]","[1, 3, 4]"
46,omp,4,5,1.0,0.9155838421742726,0.9999991790495046,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9992412580953111, 0.011109483720926901, -0.0061798234473261085, 1.9992373956819642]","[1, 3, 4, 4]"
47,omp,5,5,1.0,0.9155838421742726,0.9999991790495046,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9992412580953111, 0.011109483720926901, -0.0061798234473261085, 1.9992373956819642]","[1, 3, 4, 4]"
48,omp,1,6,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403827],[4]
49,omp,2,6,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999613, 1.99999999999999]","[1, 4]"
50,omp,3,6,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999613, 1.99999999999999]","[1, 4]"
51,omp,4,6,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999613, 1.99999999999999]","[1, 4]"
52,omp,5,6,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999613, 1.99999999999999]","[1, 4]"
53,omp,6,6,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999613, 1.99999999999999]","[1, 4]"
54,omp,1,6,0.25,0.9720486480184575,0.9776440676078798,"['Num[Exists(Star(on),Nominal(a))]']",[1.967486863162794],[4]
55,omp,2,6,0.25,0.9942738248962512,0.999999981194251,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9998884908457556, 1.999900258129061]","[1, 4]"
56,omp,3,6,0.25,0.9942738256235893,0.9999999804627976,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9998892026783953, 0.00019382650503630013, 1.9998903735655038]","[1, 3, 4]"
57,omp,4,6,0.25,0.9942738259291326,0.9999999801555255,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999207203931338, 0.00044985419842135597, -0.0002730839924930408, 1.9998841827260951]","[1, 3, 4, 4]"
58,omp,5,6,0.25,0.994273825971924,0.999999980112492,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999410117035025, 2.6724998886789052e-05, 0.0004724588379554747, -0.00027751059699050647, 1.9998768367960966]","[1, 2, 3, 4, 4]"
59,omp,6,6,0.25,0.994273825971924,0.999999980112492,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999410117035025, 2.6724998886789052e-05, 0.0004724588379554747, -0.00027751059699050647, 1.9998768367960966]","[1, 2, 3, 4, 4]"
60,omp,1,6,0.5,0.9555613481447829,0.9776440847376983,"['Num[Exists(Star(on),Nominal(a))]']",[1.9676544893463193],[4]
61,omp,2,6,0.5,0.9774591726040783,0.9999999711311257,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0011085120487804, 2.000107433751832]","[1, 4]"
62,omp,3,6,0.5,0.9774593753773109,0.9999997636567864,"['Bool[holding]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.000758508899946, 0.003125841677522727, 2.0000288447760557]","[1, 4, 4]"
63,omp,4,6,0.5,0.9774594276264023,0.9999997101963489,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013802927249795, 0.0009215137559390342, 0.0036432489205682254, 1.9997984502483008]","[1, 2, 4, 4]"
64,omp,5,6,0.5,0.9774594280328419,0.9999997097804864,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013347884698771, 0.0009042996256074842, -0.0003391356758773976, 0.003925120901238359, 1.999812719228449]","[1, 2, 3, 4, 4]"
65,omp,6,6,0.5,0.9774594280328419,0.9999997097804864,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0013347884698771, 0.0009042996256074842, -0.0003391356758773976, 0.003925120901238359, 1.999812719228449]","[1, 2, 3, 4, 4]"
66,omp,1,6,1.0,0.8951094851839565,0.9776437770348744,"['Num[Exists(Star(on),Nominal(a))]']",[1.9671690457977373],[4]
67,omp,2,6,1.0,0.9155183859127982,0.9999996286198956,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9983309253846295, 1.9995319491492498]","[1, 4]"
68,omp,3,6,1.0,0.9155185153099266,0.9999994873510155,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9993814187327948, 0.00142418409857145, 1.9991959826758288]","[1, 2, 4]"
69,omp,4,6,1.0,0.9155185250632265,0.9999994767028831,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9993920636834365, 0.0015516843584353532, 0.000744842056245025, 1.9991471786391821]","[1, 2, 4, 4]"
70,omp,5,6,1.0,0.915518617350667,0.9999993759483803,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9986837766239156, 0.0012837413775576582, -0.005278746132763807, 0.005132261999745305, 1.9993692794947724]","[1, 2, 3, 4, 4]"
71,omp,6,6,1.0,0.915518617350667,0.9999993759483803,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9986837766239156, 0.0012837413775576582, -0.005278746132763807, 0.005132261999745305, 1.9993692794947724]","[1, 2, 3, 4, 4]"
72,omp,1,7,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
73,omp,2,7,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
74,omp,3,7,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
75,omp,4,7,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
76,omp,5,7,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
77,omp,6,7,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
78,omp,7,7,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
79,omp,1,7,0.25,0.9720383186192763,0.9776440836660664,"['Num[Exists(Star(on),Nominal(a))]']",[1.9674980816665342],[4]
80,omp,2,7,0.25,0.9942738361131235,0.9999999971403725,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0001320873489996, 1.9999193733030243]","[1, 4]"
81,omp,3,7,0.25,0.9942738874227132,0.999999945539333,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Num[Exists(Star(on),Nominal(a))]']","[0.99949719618831, -0.0008607402388189441, 2.000122422798422]","[1, 2, 4]"
82,omp,4,7,0.25,0.9942738891113905,0.9999999438410636,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9994929450011301, -0.0009116589784551245, -0.0002974615014310767, 2.000141913268777]","[1, 2, 4, 4]"
83,omp,5,7,0.25,0.9942738910087748,0.9999999419329016,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9995904180813624, -0.0008747851893300294, 0.0007264507213693082, -0.00090124965542535, 2.0001113481833004]","[1, 2, 3, 4, 4]"
84,omp,6,7,0.25,0.9942738910087748,0.9999999419329016,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9995904180813624, -0.0008747851893300294, 0.0007264507213693082, -0.00090124965542535, 2.0001113481833004]","[1, 2, 3, 4, 4]"
85,omp,7,7,0.25,0.9942738910087748,0.9999999419329016,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9995904180813624, -0.0008747851893300294, 0.0007264507213693082, -0.00090124965542535, 2.0001113481833004]","[1, 2, 3, 4, 4]"
86,omp,1,7,0.5,0.9555817852257107,0.9776440347183804,"['Num[Exists(Star(on),Nominal(a))]']",[1.9673095100447802],[4]
87,omp,2,7,0.5,0.9774408688170458,0.99999994855295,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.00003649862719, 1.9997277029807425]","[1, 4]"
88,omp,3,7,0.5,0.9774409867481239,0.9999998279326382,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0000456396495583, 0.002489029469943736, 1.999600770031155]","[1, 3, 4]"
89,omp,4,7,0.5,0.9774411912294048,0.9999996187884813,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.00086791263219, 0.009168595448072298, -0.007124551728412722, 1.9994392557834542]","[1, 3, 4, 4]"
90,omp,5,7,0.5,0.9774412454084552,0.9999995633739625,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.001596058827753, -0.0009590167373267046, 0.009979754608313572, -0.007283398799672799, 1.9991756497923192]","[1, 2, 3, 4, 4]"
91,omp,6,7,0.5,0.9774412454084552,0.9999995633739625,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.001596058827753, -0.0009590167373267046, 0.009979754608313572, -0.007283398799672799, 1.9991756497923192]","[1, 2, 3, 4, 4]"
92,omp,7,7,0.5,0.9774412454084552,0.9999995633739625,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.001596058827753, -0.0009590167373267046, 0.009979754608313572, -0.007283398799672799, 1.9991756497923192]","[1, 2, 3, 4, 4]"
93,omp,1,7,1.0,0.8952907696939885,0.9776437332869441,"['Num[Exists(Star(on),Nominal(a))]']",[1.9680014051631665],[4]
94,omp,2,7,1.0,0.9157291817190822,0.9999996383902059,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9993739877358624, 2.0003981214770987]","[1, 4]"
95,omp,3,7,1.0,0.9157292982070075,0.9999995111330331,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9993833768730219, 0.0025565892025846, 2.000267743186168]","[1, 3, 4]"
96,omp,4,7,1.0,0.9157293710462401,0.9999994315598517,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0002331608173174, -0.0011481291584018749, 0.00334941107180843, 1.9999564668437604]","[1, 2, 3, 4]"
97,omp,5,7,1.0,0.9157293713467245,0.9999994312315877,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0002681320069025, -0.0011513232821531109, 0.003616493566190278, -0.0002825226646627109, 1.9999491960502862]","[1, 2, 3, 4, 4]"
98,omp,6,7,1.0,0.9157293713467245,0.9999994312315877,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0002681320069025, -0.0011513232821531109, 0.003616493566190278, -0.0002825226646627109, 1.9999491960502862]","[1, 2, 3, 4, 4]"
99,omp,7,7,1.0,0.9157293713467245,0.9999994312315877,"['Bool[holding]', 'Num[Forall(on,<empty>)]', 'Bool[And(ontable,Nominal(a))]', 'Bool[And(Forall(on,<empty>),Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0002681320069025, -0.0011513232821531109, 0.003616493566190278, -0.0002825226646627109, 1.9999491960502862]","[1, 2, 3, 4, 4]"
100,omp,1,8,0.0,0.9776440861356488,0.9776440861356488,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675829902403856],[4]
101,omp,2,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
102,omp,3,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
103,omp,4,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
104,omp,5,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
105,omp,6,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
106,omp,7,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
107,omp,8,8,0.0,1.0,1.0,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[0.9999999999999621, 1.9999999999999931]","[1, 4]"
108,omp,1,8,0.25,0.9720137720995583,0.9776440629733941,"['Num[Exists(Star(on),Nominal(a))]']",[1.9672801597690575],[4]
109,omp,2,8,0.25,0.9942772588882592,0.9999999670198133,"['Bool[holding]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006626951561377, 1.99971865212401]","[1, 4]"
110,omp,3,8,0.25,0.9942772755958827,0.9999999502205845,"['Bool[holding]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0006592837830417, -0.0009288904267881666, 1.9997660227169014]","[1, 3, 4]"
111,omp,4,8,0.25,0.994277279304967,0.9999999464911639,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0008432532909828, 0.00024855818675092583, -0.0007572526238557464, 1.9996986345814456]","[1, 2, 3, 4]"
112,omp,5,8,0.25,0.9942772806795186,0.9999999451090759,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007714958982765, 0.00024200416342231716, -0.0007255709345726807, -0.0005797083266865502, 1.9997135535244035]","[1, 2, 3, 4, 4]"
113,omp,6,8,0.25,0.9942772806795186,0.9999999451090759,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007714958982765, 0.00024200416342231716, -0.0007255709345726807, -0.0005797083266865502, 1.9997135535244035]","[1, 2, 3, 4, 4]"
114,omp,7,8,0.25,0.9942772806795186,0.9999999451090759,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007714958982765, 0.00024200416342231716, -0.0007255709345726807, -0.0005797083266865502, 1.9997135535244035]","[1, 2, 3, 4, 4]"
115,omp,8,8,0.25,0.9942772806795186,0.9999999451090759,"['Bool[holding]', 'Num[Exists(on,<universe>)]', 'Bool[And(ontable,Nominal(a))]', 'Num[Not(And(holding,Nominal(a)))]', 'Num[Exists(Star(on),Nominal(a))]']","[1.0007714958982765, 0.00024200416342231716, -0.0007255709345726807, -0.0005797083266865502, 1.9997135535244035]","[1, 2, 3, 4, 4]"
116,omp,1,8,0.5,0.9556935028907,0.9776439320592328,"['Num[Exists(Star(on),Nominal(a))]']",[1.9675527750572555],[4]
